Date,Adj Close
2/7/20,176.557861
2/10/20,181.176025
2/11/20,177.085938
2/12/20,177.345169
2/13/20,176.38501
2/14/20,177.95961
2/18/20,179.764679
2/19/20,180.303818
2/20/20,177.550354
2/21/20,171.9375
2/24/20,164.524323
2/25/20,161.809357
2/26/20,163.831177
2/27/20,152.287781
2/28/20,155.975067
3/2/20,166.353546
3/3/20,158.381989
3/4/20,164.197006
3/5/20,160.076462
3/6/20,155.551514
3/9/20,145.009384
3/10/20,154.925735
3/11/20,147.907288
3/12/20,133.880005
3/13/20,152.913589
3/16/20,130.37558
3/17/20,141.11026
3/18/20,135.170074
3/19/20,137.394043
3/20/20,132.233704
3/23/20,130.914734
3/24/20,142.814301
3/25/20,141.447189
3/26/20,150.294876
3/27/20,144.123657
3/30/20,154.261414
3/31/20,151.835327
4/1/20,146.443893
4/2/20,149.476547
4/3/20,148.099823
4/6/20,159.113663
4/7/20,157.400024
4/8/20,158.978928
4/9/20,158.988464
4/13/20,159.344757
4/14/20,167.229645
4/15/20,165.477417
4/16/20,170.445251
4/17/20,171.947128
4/20/20,168.539001
4/21/20,161.568695
4/22/20,167.056381
4/23/20,165.034592
4/24/20,168.047974
4/27/20,167.56665
4/28/20,163.484543
4/29/20,170.820694
4/30/20,172.534424
5/1/20,168.067261
5/4/20,172.178192
5/5/20,174.026688
5/6/20,175.740341
5/7/20,176.76088
5/8/20,177.800674
5/11/20,179.783905
5/12/20,175.711502
5/13/20,173.054276
5/14/20,173.805222
5/15/20,176.337234
5/18/20,178.02211
5/19/20,176.789764
5/20/20,179.241989
5/21/20,177.089066
5/22/20,177.166275
5/26/20,175.293335
5/27/20,175.525055
5/28/20,175.129211
5/29/20,176.915268
6/1/20,176.509796
6/2/20,178.517899
6/3/20,178.952332
6/4/20,176.596664
6/5/20,180.728714
6/8/20,181.848633
6/9/20,183.2388
6/10/20,190.035492
6/11/20,179.830872
6/12/20,181.250046
6/15/20,182.408585
6/16/20,186.87851
6/17/20,187.525391
6/18/20,189.533463
6/19/20,188.4039
6/22/20,193.636551
6/23/20,194.930237
6/24/20,191.000931
6/25/20,193.41452
6/26/20,189.543137
6/29/20,191.580185
6/30/20,196.474915
7/1/20,197.623795
7/2/20,199.129837
7/6/20,203.416367
7/7/20,201.051056
7/8/20,205.472763
7/9/20,206.911224
7/10/20,206.283722
7/13/20,199.91185
7/14/20,201.147614
7/15/20,200.848312
7/16/20,196.870728
7/17/20,195.866699
7/20/20,204.285233
7/21/20,201.533798
7/22/20,204.430038
7/23/20,195.538406
7/24/20,194.341309
7/27/20,196.803146
7/28/20,195.036407
7/29/20,197.005905
7/30/20,196.851425
7/31/20,197.923035
8/3/20,209.054459
8/4/20,205.91684
8/5/20,205.578903
8/6/20,208.871048
8/7/20,205.134842
8/10/20,201.051056
8/11/20,196.349411
8/12/20,201.958557
8/13/20,201.485489
8/14/20,201.678589
8/17/20,203.01088
8/18/20,204.179047
8/19/20,202.940308
8/20/20,207.66301
8/21/20,206.15329
8/24/20,206.801682
8/25/20,209.492081
8/26/20,214.021225
8/27/20,219.276154
8/28/20,221.531067
8/31/20,218.26004
9/1/20,219.943985
9/2/20,224.182755
9/3/20,210.295319
9/4/20,207.343658
9/8/20,196.127228
9/9/20,204.479065
9/10/20,198.749878
9/11/20,197.453125
9/14/20,198.788605
9/15/20,202.049973
9/16/20,198.440201
9/17/20,196.369217
9/18/20,193.930466
9/21/20,196.011093
9/22/20,200.73381
9/23/20,194.123962
9/24/20,196.640182
9/25/20,201.120941
9/28/20,202.688705
9/29/20,200.578964
9/30/20,203.549988
10/1/20,205.611374
10/2/20,199.543457
10/5/20,203.598419
10/6/20,199.272446
10/7/20,203.066147
10/8/20,203.791977
10/9/20,208.853363
10/12/20,214.263168
10/13/20,215.676102
10/14/20,213.74057
10/15/20,212.579269
10/16/20,212.579269
10/19/20,207.31459
10/20/20,207.730743
10/21/20,207.875916
10/22/20,207.962997
10/23/20,209.259827
10/26/20,203.308075
10/27/20,206.375885
10/28/20,196.146591
10/29/20,198.12085
10/30/20,195.943359
11/2/20,195.807907
11/3/20,199.775726
11/4/20,209.414658
11/5/20,216.092224
11/6/20,216.508423
11/9/20,211.350143
11/10/20,204.208084
11/11/20,209.569504
11/12/20,208.49527
11/13/20,209.530792
11/16/20,210.227585
11/17/20,207.54689
11/18/20,204.810638
11/19/20,206.110825
11/20/20,204.141159
11/23/20,203.869461
11/24/20,207.508087
11/25/20,207.517761
11/27/20,208.837387
11/30/20,207.711823
12/1/20,209.788254
12/2/20,208.973206
12/3/20,207.876785
12/4/20,207.99321
12/7/20,207.925308
12/8/20,209.594162
12/9/20,205.509247
12/10/20,204.267258
12/11/20,206.925858
12/14/20,207.837967
12/15/20,207.77005
12/16/20,212.767075
12/17/20,212.902924
12/18/20,212.097565
12/21/20,215.978806
12/22/20,217.288681
12/23/20,214.455429
12/24/20,216.134033
12/28/20,218.278366
12/29/20,217.492416
12/30/20,215.09581
12/31/20,215.813812
1/4/21,211.224335
1/5/21,211.428055
1/6/21,205.945862
1/7/21,211.806534
1/8/21,213.096985
1/11/21,211.030273
1/12/21,208.54628
1/13/21,209.914413
1/14/21,206.693039
1/15/21,206.334015
1/19/21,210.011414
1/20/21,217.676804
1/21/21,218.288086
1/22/21,219.238968
1/25/21,222.712616
1/26/21,225.429489
1/27/21,225.982544
1/28/21,231.83345
1/29/21,225.07048
2/1/21,232.532043
2/2/21,232.396225
2/3/21,235.782578
2/4/21,234.821976
2/5/21,235.006302
2/8/21,235.268311
2/9/21,236.529663
2/10/21,235.607925
2/11/21,237.228333
2/12/21,237.713501
2/16/21,236.461792
2/17/21,237.492615
2/18/21,237.093918
2/19/21,234.351364
2/22/21,228.068817
2/23/21,226.862885
2/24/21,228.107681
2/25/21,222.700424
2/26/21,225.99733
3/1/21,230.432083
3/2/21,227.446381
3/3/21,221.309708
3/4/21,220.502502
3/5/21,225.238724
3/8/21,221.144363
3/9/21,227.358871
3/10/21,226.036224
3/11/21,230.616867
3/12/21,229.274765
3/15/21,228.360565
3/16/21,231.180939
3/17/21,230.529327
3/18/21,224.382904
3/19/21,224.023071
3/22/21,229.508163
3/23/21,231.054489
3/24/21,228.992722
3/25/21,225.95842
3/26/21,229.984695
3/29/21,228.778763
3/30/21,225.481873
3/31/21,229.29422
4/1/21,235.693481
4/5/21,242.228943
4/6/21,241.052124
4/7/21,243.036118
4/8/21,246.294083
4/9/21,248.822708
4/12/21,248.881027
4/13/21,251.390198
4/14/21,248.569824
4/15/21,252.372406
4/16/21,253.578369
4/19/21,251.633331
4/20/21,251.166489
4/21/21,253.42276
4/22/21,250.10643
4/23/21,253.977097
4/26/21,254.366089
4/27/21,254.774536
4/28/21,247.5681
4/29/21,245.574402
4/30/21,245.253479
5/3/21,244.942261
5/4/21,240.984055
5/5/21,239.700317
5/6/21,242.870773
5/7/21,245.525803
5/10/21,240.390793
5/11/21,239.466904
5/12/21,232.435486
5/13/21,236.354797
5/14/21,241.334152
5/17/21,238.44577
5/18/21,236.403427
5/19/21,236.988281
5/20/21,240.26355
5/21/21,238.986588
5/24/21,244.455109
5/25/21,245.371399
5/26/21,245.147202
5/27/21,243.022171
5/28/21,243.382813
6/1/21,241.160355
6/2/21,241.062912
6/3/21,239.51297
6/4/21,244.464844
6/7/21,247.408676
6/8/21,246.199966
6/9/21,247.194229
6/10/21,250.752151
6/11/21,251.385788
6/14/21,253.335327
6/15/21,251.843918
6/16/21,250.888641
6/17/21,254.319855
6/18/21,252.886917
6/21/21,256.006195
6/22/21,258.813629
6/23/21,258.579651
6/24/21,259.963898
6/25/21,258.335938
6/28/21,261.942596
6/29/21,264.555054
6/30/21,264.067688
7/1/21,264.750031
7/2/21,270.6474
7/6/21,270.657166
7/7/21,272.869904
7/8/21,270.423218
7/9/21,270.930084
7/12/21,270.325745
7/13/21,273.893494
7/14/21,275.384827
7/15/21,273.9422
7/16/21,273.66925
7/19/21,270.023621
7/20/21,272.27533
7/21/21,274.302795
7/22/21,278.923309
7/23/21,282.364288
7/26/21,281.759857
7/27/21,279.313232
7/28/21,279.001282
7/29/21,279.27417
7/30/21,277.724304
8/2/21,277.636597
8/3/21,279.87851
8/4/21,279.283905
8/5/21,282.218018
8/6/21,282.159515
8/9/21,281.058044
8/10/21,279.215759
8/11/21,279.71286
8/12/21,282.500732
8/13/21,285.464081
8/16/21,287.169891
8/17/21,285.688263
8/18/21,283.940033
8/19/21,289.83902
8/20/21,297.25174
8/23/21,297.535004
8/24/21,295.552338
8/25/21,294.956604
8/26/21,292.104797
8/27/21,292.720154
8/30/21,296.499756
8/31/21,294.829651
9/1/21,294.780792
9/2/21,294.116669
9/3/21,294.106964
9/7/21,293.169373
9/8/21,293.198639
9/9/21,290.307831
9/10/21,288.803741
9/13/21,290.053802
9/14/21,292.788483
9/15/21,297.701019
9/16/21,298.091736
9/17/21,292.866608
9/20/21,287.426636
9/21/21,287.914978
9/22/21,291.60672
9/23/21,292.563904
9/24/21,292.358765
9/27/21,287.299713
9/28/21,276.898438
9/29/21,277.367218
9/30/21,275.335785
10/1/21,282.348145
10/4/21,276.498016
10/5/21,282.016083
10/6/21,286.264435
10/7/21,287.963837
10/8/21,287.963837
10/11/21,287.358337
10/12/21,286.039917
10/13/21,289.38974
10/14/21,295.679321
10/15/21,297.105255
10/18/21,300.113281
10/19/21,301.031372
10/20/21,300.230469
10/21/21,303.502258
10/22/21,301.939606
10/25/21,300.933716
10/26/21,302.867493
10/27/21,315.622467
10/28/21,316.774933
10/29/21,323.875122
11/1/21,321.677612
11/2/21,325.349792
11/3/21,326.199493
11/4/21,328.582458
11/5/21,328.211365
11/8/21,329.119629
11/9/21,328.104004
11/10/21,323.074219
11/11/21,324.666168
11/12/21,328.855988
11/15/21,328.221161
11/16/21,331.580811
11/17/21,331.805878
11/18/21,333.909454
11/19/21,335.709778
11/22/21,332.500549
11/23/21,330.396912
11/24/21,330.622009
11/26/21,322.569489
11/29/21,329.369568
11/30/21,323.459808
12/1/21,322.960785
12/2/21,322.383575
12/3/21,316.043335
12/6/21,319.154724
12/7/21,327.696472
12/8/21,327.745392
12/9/21,325.91571
12/10/21,335.1521
12/13/21,332.079803
12/14/21,321.258362
12/15/21,327.432251
12/16/21,317.892517
12/17/21,316.816284
12/20/21,313.010193
12/21/21,320.231018
12/22/21,326.01355
12/23/21,327.471436
12/27/21,335.064026
12/28/21,333.889893
12/29/21,334.57486
12/30/21,332.001587
12/31/21,329.066284
1/3/22,327.53009
1/4/22,321.91391
1/5/22,309.556305
1/6/22,307.11026
1/7/22,307.266785
1/10/22,307.491852
1/11/22,308.186523
1/12/22,311.405548
1/13/22,298.226074
1/14/22,303.509583
1/18/22,296.122406
1/19/22,296.78772
1/20/22,295.095093
1/21/22,289.645233
1/24/22,289.977905
1/25/22,282.267822
1/26/22,290.310547
1/27/22,293.373016
1/28/22,301.61145
1/31/22,304.272858
2/1/22,302.100647
2/2/22,306.69928
2/3/22,294.752655
2/4/22,299.341522
2/7/22,294.459137
2/8/22,297.991302
2/9/22,304.497772
2/10/22,295.858246
2/11/22,288.676575
2/14/22,288.637451
2/15/22,293.98941
2/16/22,293.646301
2/17/22,285.047729
2/18/22,282.30246
2/22/22,282.096558
2/23/22,274.792145
2/24/22,288.832275
2/25/22,291.499115
2/28/22,292.950195
3/1/22,289.185242
3/2/22,294.322815
3/3/22,290.136292
3/4/22,284.194733
3/7/22,273.45871
3/8/22,270.458527
3/9/22,282.861298
3/10/22,280.008179
3/11/22,274.596039
3/14/22,271.037048
3/15/22,281.537659
3/16/22,288.63623
3/17/22,289.450012
3/18/22,294.558105
3/21/22,293.312958
3/22/22,298.117188
3/23/22,293.636475
3/24/22,298.156403
3/25/22,297.744598
3/28/22,304.627411
3/29/22,309.245361
3/30/22,307.725647
3/31/22,302.284149
4/1/22,303.372437
4/4/22,308.813934
4/5/22,304.803894
4/6/22,293.646301
4/7/22,295.479736
4/8/22,291.165741
4/11/22,279.68457
4/12/22,276.54715
4/13/22,281.998505
4/14/22,274.360718
4/18/22,275.037231
4/19/22,279.723846
4/20/22,280.763092
4/21/22,275.321564
4/22/22,268.674103
4/25/22,275.233337
4/26/22,264.938568
4/27/22,277.684479
4/28/22,283.969208
4/29/22,272.095886
5/2/22,278.910095
5/3/22,276.272644
5/4/22,284.312408
5/5/22,271.92923
5/6/22,269.360474
5/9/22,259.408813
5/10/22,264.232666
5/11/22,255.457565
5/12/22,250.359222
5/13/22,256.016418
5/16/22,256.389038
5/17/22,261.605042
5/18/22,249.694275
5/19/22,248.770447
5/20/22,248.200485
5/23/22,256.150818
5/24/22,255.138611
5/25/22,257.988556
5/26/22,261.310211
5/27/22,268.523499
5/31/22,267.177155
6/1/22,267.717712
6/2/22,269.840332
6/3/22,265.35907
6/6/22,264.111053
6/7/22,267.796295
6/8/22,265.74234
6/9/22,260.219391
6/10/22,248.623062
6/13/22,238.078262
6/14/22,240.269791
6/15/22,247.414291
6/16/22,240.741516
6/17/22,243.375214
6/21/22,249.360138
6/22/22,248.760651
6/23/22,254.391708
6/24/22,263.079163
6/27/22,260.317657
6/28/22,252.052826
6/29/22,255.767609
6/30/22,252.39679
7/1/22,255.099319
7/5/22,258.312836
7/6/22,261.614838
7/7/22,263.767029
7/8/22,263.039856
7/11/22,259.944183
7/12/22,249.291306
7/13/22,248.357742
7/14/22,249.694275
7/15/22,252.288696
7/18/22,249.861313
7/19/22,255.050171
7/20/22,257.742889
7/21/22,260.268524
7/22/22,255.865845
7/25/22,254.362244
7/26/22,247.551865
7/27/22,264.101196
7/28/22,271.638824
7/29/22,275.894012
8/1/22,273.211212
8/2/22,270.076294
8/3/22,277.594208
8/4/22,278.753784
8/5/22,278.026611
8/8/22,275.481354
8/9/22,277.427124
8/10/22,284.168701
8/11/22,282.065674
8/12/22,286.871277
8/15/22,288.404358
8/16/22,287.65741
8/17/22,286.899139
8/18/22,285.766602
8/19/22,281.807587
8/22/22,273.535034
8/23/22,272.244934
8/24/22,271.604828
8/25/22,274.618317
8/26/22,264.021637
8/29/22,261.205048
8/30/22,258.979309
8/31/22,257.502136
9/1/22,256.448303
9/2/22,252.17421
9/6/22,249.406845
9/7/22,254.17337
9/8/22,254.596878
9/9/22,260.446716
9/12/22,262.603485
9/13/22,248.16597
9/14/22,248.392471
9/15/22,241.656265
9/16/22,241.026001
9/19/22,240.809326
9/20/22,238.770737
9/21/22,235.323853
9/22/22,237.323044
9/23/22,234.309479
9/26/22,233.846619
9/27/22,232.822418
9/28/22,237.411682
9/29/22,233.895874
9/30/22,229.365646
10/3/22,237.0867
10/4/22,245.10318
10/5/22,245.418289
10/6/22,243.044891
10/7/22,230.685364
10/10/22,225.771057
10/11/22,221.989349
10/12/22,222.324158
10/13/22,230.685364
10/14/22,225.091522
10/17/22,233.9254
10/18/22,234.880692
10/19/22,232.891342
10/20/22,232.56633
10/21/22,238.445755
10/24/22,243.497879
10/25/22,246.856155
10/26/22,227.809662
10/27/22,223.30899
10/28/22,232.290573
10/31/22,228.607346
11/1/22,224.707443
11/2/22,216.759903
11/3/22,210.998672
11/4/22,218.030334
11/7/22,224.411987
11/8/22,225.396805
11/9/22,221.102966
11/10/22,239.292694
11/11/22,243.360046
11/14/22,237.884399
11/15/22,238.298019
11/16/22,238.732559
11/17/22,238.683182
11/18/22,238.228897
11/21/22,239.048599
11/22/22,241.991638
11/23/22,244.51001
11/25/22,244.421127
11/28/22,238.762177
11/29/22,237.349915
11/30/22,251.976273
12/1/22,251.53186
12/2/22,251.857773
12/5/22,247.097519
12/6/22,242.080536
12/7/22,241.339813
12/8/22,244.33226
12/9/22,242.376785
12/12/22,249.378876
12/13/22,253.734222
12/14/22,254.030487
12/15/22,245.922287
12/16/22,241.655869
12/19/22,237.46843
12/20/22,238.801697
12/21/22,241.399078
12/22/22,235.236465
12/23/22,235.769745
12/27/22,234.021729
12/28/22,231.621841
12/29/22,238.021484
12/30/22,236.846252
1/3/23,236.609207
1/4/23,226.259186
1/5/23,219.553375
1/6/23,222.140854
1/9/23,224.303726
1/10/23,226.012283
1/11/23,232.846466
1/12/23,235.55249
1/13/23,236.26358
1/17/23,237.36969
1/18/23,232.885956
1/19/23,229.054062
1/20/23,237.241272
1/23/23,239.572037
1/24/23,239.038696
1/25/23,237.62645
1/26/23,244.92482
1/27/23,245.082825
1/30/23,239.700424
1/31/23,244.737167
2/1/23,249.615906
2/2/23,261.319
2/3/23,255.1465
2/6/23,253.58606
2/7/23,264.242279
2/8/23,263.422577
2/9/23,260.351105
2/10/23,259.837585
2/13/23,267.955688
2/14/23,268.795135
2/15/23,266.646667
2/16/23,259.547852
2/17/23,255.498444
2/21/23,250.161911
2/22/23,249.013443
2/23/23,252.241074
2/24/23,246.74617
2/27/23,247.676834
2/28/23,246.944168
3/1/23,243.825455
3/2/23,248.617416
3/3/23,252.755905
3/6/23,254.320236
3/7/23,251.627197
3/8/23,251.181671
3/9/23,249.815399
3/10/23,246.122421
3/13/23,251.399506
3/14/23,258.201355
3/15/23,262.805176
3/16/23,273.458374
3/17/23,276.65625
3/20/23,269.527771
3/21/23,271.062378
3/22/23,269.587158
3/23/23,274.90387
3/24/23,277.784973
3/27/23,273.636566
3/28/23,272.498016
3/29/23,277.725586
3/30/23,281.230408
3/31/23,285.438232
4/3/23,284.378876
4/4/23,284.329346
4/5/23,281.517517
4/6/23,288.705505
4/10/23,286.517456
4/11/23,280.022522
4/12/23,280.675964
4/13/23,286.962982
4/14/23,283.299683
4/17/23,285.933258
4/18/23,285.507568
4/19/23,285.586792
4/20/23,283.269989
4/21/23,282.923462
4/24/23,278.973022
4/25/23,272.686096
4/26/23,292.43808
4/27/23,301.804169
4/28/23,304.210083
5/1/23,302.526947
5/2/23,302.378418
5/3/23,301.378448
5/4/23,302.378418
5/5/23,307.566345
5/8/23,305.586243
5/9/23,303.952667
5/10/23,309.2099
5/11/23,307.031708
5/12/23,305.903046
5/15/23,306.388184
5/16/23,308.645569
5/17/23,311.562775
5/18/23,316.047668
5/19/23,315.86908
5/22/23,318.687012
5/23/23,312.812958
5/24/23,311.41391
5/25/23,323.390228
5/26/23,330.306152
5/30/23,328.63916
5/31/23,325.841064
6/1/23,329.998505
6/2/23,332.796661
6/5/23,333.332428
6/6/23,331.089996
6/7/23,320.869934
6/8/23,322.735352
6/9/23,324.253479
6/12/23,329.27417
6/13/23,331.695282
6/14/23,334.721588
6/15/23,345.398071
6/16/23,339.672852
6/20/23,335.426056
6/21/23,330.970917
6/22/23,337.073212
6/23/23,332.419586
6/26/23,326.049438
6/27/23,331.973083
6/28/23,333.243195
6/29/23,332.449371
6/30/23,337.89679
7/3/23,335.366516
7/5/23,335.525299
7/6/23,338.621063
7/7/23,334.602509
7/10/23,329.254364
7/11/23,329.889374
7/12/23,334.582703
7/13/23,340.000305
7/14/23,342.560272
7/17/23,343.046448
7/18/23,356.699646
7/19/23,352.323883
7/20/23,344.177612
7/21/23,341.101654
7/24/23,342.431244
7/25/23,348.255707
7/26/23,335.148224
7/27/23,328.152985
7/28/23,335.743591
7/31/23,333.312622
8/1/23,333.72934
8/2/23,324.957947
8/3/23,324.124512
8/4/23,325.235779
8/7/23,327.547668
8/8/23,323.519226
8/9/23,319.728882
8/10/23,320.423431
8/11/23,318.518341
8/14/23,321.524841
8/15/23,319.361755
8/16/23,318.586182
8/17/23,315.08609
8/18/23,314.688354
8/21/23,320.0578
8/22/23,320.63446
8/23/23,325.148804
8/24/23,318.1586
8/25/23,321.151581
8/28/23,321.867462
8/29/23,326.550812
8/30/23,326.92868
8/31/23,325.90451
9/1/23,326.799408
9/5/23,331.661713
9/6/23,330.995514
9/7/23,328.042358
9/8/23,332.377625
9/11/23,336.026886
9/12/23,329.891785
9/13/23,334.157501
9/14/23,336.782562
9/15/23,328.350586
9/18/23,327.197144
9/19/23,326.789459
9/20/23,318.954041
9/21/23,317.721069
9/22/23,315.215363
9/25/23,315.742371
9/26/23,310.372925
9/27/23,311.019257
9/28/23,311.864471
9/29/23,313.962463
10/2/23,319.97821
10/3/23,311.615875
10/4/23,317.154327
10/5/23,317.552002
10/6/23,325.407349
10/9/23,327.95285
10/10/23,326.530945
10/11/23,330.538147
10/12/23,329.285248
10/13/23,325.874695
10/16/23,330.756897
10/17/23,330.180145
10/18/23,328.24115
10/19/23,329.444336
10/20/23,324.820679
10/23/23,327.455688
10/24/23,328.658813
10/25/23,338.741425
10/26/23,326.033752
10/27/23,327.942902
10/30/23,335.400421
10/31/23,336.195862
11/1/23,344.11087
11/2/23,346.348114
11/3/23,350.802734
11/6/23,354.511597
11/7/23,358.488983
11/8/23,361.14389
11/9/23,358.648071
11/10/23,367.57724
11/13/23,364.604187
11/14/23,368.173859
11/15/23,368.323303
11/16/23,374.799652
11/17/23,368.502655
11/20/23,376.065002
11/21/23,371.710938
11/22/23,376.473511
11/24/23,376.054993
11/27/23,377.230713
11/28/23,381.305817
11/29/23,377.469879
11/30/23,377.529633
12/1/23,373.145691
12/4/23,367.795227
12/5/23,371.162903
12/6/23,367.456482
12/7/23,369.598663
12/8/23,372.866699
12/11/23,369.947357
12/12/23,373.016144
12/13/23,373.006165
12/14/23,364.596924
12/15/23,369.379456
12/18/23,371.292419
12/19/23,371.900208
12/20/23,369.269836
12/21/23,372.179199
12/22/23,373.215424
12/26/23,373.295135
12/27/23,372.707275
12/28/23,373.912842
12/29/23,374.670074
1/2/24,369.518921
1/3/24,369.249908
1/4/24,366.599579
1/5/24,366.410278
1/8/24,373.325012
1/9/24,374.421021
1/10/24,381.375549
1/11/24,383.228821
1/12/24,387.05481
1/16/24,388.848236
1/17/24,388.051178
1/18/24,392.43512
1/19/24,397.217651
1/22/24,395.065552
1/23/24,397.446808
1/24/24,401.093475
1/25/24,403.39505
1/26/24,402.458496
1/29/24,408.227386
1/30/24,407.101501
1/31/24,396.131622
2/1/24,402.309052
2/2/24,409.721924
2/5/24,404.172211
2/6/24,404.012787
2/7/24,412.541626
2/8/24,412.601379
2/9/24,419.017914
2/12/24,413.747192
2/13/24,404.839783
2/14/24,408.752716
2/15/24,405.828003
2/16/24,403.332489
2/20/24,402.064789
2/21/24,401.455872
2/22/24,410.908813
2/23/24,409.601196
2/26/24,406.806244
2/27/24,406.746338
2/28/24,406.985901
2/29/24,412.895264
3/1/24,414.751892
3/4/24,414.172974
3/5/24,401.925018
3/6/24,401.366028
3/7/24,408.403381
3/8/24,405.488617
3/11/24,403.791656
3/12/24,414.532288
3/13/24,414.352631
3/14/24,424.454407
3/15/24,415.670258
3/18/24,416.568634
3/19/24,420.651276
3/20/24,424.464386
3/21/24,428.596924
3/22/24,427.968048
3/25/24,422.098633
3/26/24,420.890808
3/27/24,420.671204
3/28/24,419.962494
4/1/24,423.805573
4/2/24,420.681213
4/3/24,419.692993
4/4/24,417.127625
4/5/24,424.753845
4/8/24,423.825531
4/9/24,425.512482
4/10/24,422.497925
4/11/24,427.159515
4/12/24,421.140381
4/15/24,412.895264
4/16/24,413.833557
4/17/24,411.09848
4/18/24,403.542114
4/19/24,398.401398
4/22/24,400.238068
4/23/24,406.836182
4/24/24,408.323486
4/25/24,398.321533
4/26/24,405.58844
4/29/24,401.525757
4/30/24,388.628998
5/1/24,394.228912
5/2/24,397.123688
5/3/24,405.927826
5/6/24,412.795441
5/7/24,408.602997
5/8/24,409.800842
5/9/24,411.577637
5/10/24,413.993256
5/13/24,412.975098
5/14/24,415.809998
5/15/24,423.079987
5/16/24,420.98999
5/17/24,420.209991
5/20/24,425.339996
5/21/24,429.040009
5/22/24,430.519989
5/23/24,427
5/24/24,430.160004
5/28/24,430.320007
5/29/24,429.170013
5/30/24,414.670013
5/31/24,415.130005
6/3/24,413.519989
6/4/24,416.070007
6/5/24,424.01001
6/6/24,424.519989
6/7/24,423.850006
6/10/24,427.869995
6/11/24,432.679993
6/12/24,441.059998
6/13/24,441.579987
6/14/24,442.570007
6/17/24,448.369995
6/18/24,446.339996
6/20/24,445.700012
6/21/24,449.779999
6/24/24,447.670013
6/25/24,450.950012
6/26/24,452.160004
6/27/24,452.850006
6/28/24,446.950012
7/1/24,456.730011
7/2/24,459.279999
7/3/24,460.769989
7/5/24,467.559998
7/8/24,466.23999
7/9/24,459.540009
7/10/24,466.25
7/11/24,454.700012
7/12/24,453.549988
7/15/24,453.959991
7/16/24,449.519989
7/17/24,443.519989
7/18/24,440.369995
7/19/24,437.109985
7/22/24,442.940002
7/23/24,444.850006
7/24/24,428.899994
7/25/24,418.399994
7/26/24,425.269989
7/29/24,426.730011
7/30/24,422.920013
7/31/24,418.350006
8/1/24,417.109985
8/2/24,408.48999
8/5/24,395.149994
8/6/24,399.609985
8/7/24,398.429993
8/8/24,401.799988
